Date,Close
2/15/2023 16:00:00,109
2/16/2023 16:00:00,107.54
2/17/2023 16:00:00,107.1
2/21/2023 16:00:00,104.78
2/22/2023 16:00:00,104.77
2/23/2023 16:00:00,103.51
2/24/2023 16:00:00,101.6
2/27/2023 16:00:00,102.44
2/28/2023 16:00:00,102.09
3/1/2023 16:00:00,101.43
3/2/2023 16:00:00,103.01
3/3/2023 16:00:00,104.55
3/6/2023 16:00:00,104.99
3/7/2023 16:00:00,103.34
3/8/2023 16:00:00,102.5
3/9/2023 16:00:00,100.3
3/10/2023 16:00:00,99.38
3/13/2023 16:00:00,99.08
3/14/2023 16:00:00,99.46
3/15/2023 16:00:00,99.34
3/16/2023 16:00:00,100.43
3/17/2023 16:00:00,98.7
3/20/2023 16:00:00,99.85
3/21/2023 16:00:00,100.54
3/22/2023 16:00:00,99.12
3/23/2023 16:00:00,98.42
3/24/2023 16:00:00,98.34
3/27/2023 16:00:00,98.66
3/28/2023 16:00:00,98.72
3/29/2023 16:00:00,100.62
3/30/2023 16:00:00,101.32
3/31/2023 16:00:00,104.13
4/3/2023 16:00:00,104.85
4/4/2023 16:00:00,104
4/5/2023 16:00:00,104.9
4/6/2023 16:00:00,104.68
4/10/2023 16:00:00,104.74
4/11/2023 16:00:00,105.74
4/12/2023 16:00:00,105.6
4/13/2023 16:00:00,106.99
4/14/2023 16:00:00,107.47
4/17/2023 16:00:00,108.31
4/18/2023 16:00:00,107.91
4/19/2023 16:00:00,107.16
4/20/2023 16:00:00,107.05
4/21/2023 16:00:00,108.19
4/24/2023 16:00:00,109.29
4/25/2023 16:00:00,109.34
4/26/2023 16:00:00,111.47
4/27/2023 16:00:00,112.75
4/28/2023 16:00:00,114.29
5/1/2023 16:00:00,114.56
5/2/2023 16:00:00,114.46
5/3/2023 16:00:00,103.96
5/4/2023 16:00:00,104.72
5/5/2023 16:00:00,107.21
5/8/2023 16:00:00,107.17
5/9/2023 16:00:00,106.71
5/10/2023 16:00:00,106.97
5/11/2023 16:00:00,105.63
5/12/2023 16:00:00,106.12
5/15/2023 16:00:00,106.64
5/16/2023 16:00:00,105.28
5/17/2023 16:00:00,105.69
5/18/2023 16:00:00,107.09
5/19/2023 16:00:00,105.51
5/22/2023 16:00:00,102.9
5/23/2023 16:00:00,100.34
5/24/2023 16:00:00,99.61
5/25/2023 16:00:00,98.44
5/26/2023 16:00:00,98.53
5/30/2023 16:00:00,97.75
5/31/2023 16:00:00,97.64
6/1/2023 16:00:00,97.52
6/2/2023 16:00:00,99.5
6/5/2023 16:00:00,99.93
6/6/2023 16:00:00,98.22
6/7/2023 16:00:00,97.92
6/8/2023 16:00:00,99.15
6/9/2023 16:00:00,97.96
6/12/2023 16:00:00,98.46
6/13/2023 16:00:00,99.26
6/14/2023 16:00:00,100.66
6/15/2023 16:00:00,101.38
6/16/2023 16:00:00,101.87
6/20/2023 16:00:00,101.27
6/21/2023 16:00:00,101.87
6/22/2023 16:00:00,100.85
6/23/2023 16:00:00,98.34
6/26/2023 16:00:00,98.23
6/27/2023 16:00:00,98.72
6/28/2023 16:00:00,98.61
6/29/2023 16:00:00,98.68
6/30/2023 16:00:00,99.06
7/3/2023 13:05:00,99.15
7/5/2023 16:00:00,98.46
7/6/2023 16:00:00,96.2
7/7/2023 16:00:00,96.05
7/10/2023 16:00:00,99.13
7/11/2023 16:00:00,100.09
7/12/2023 16:00:00,101.14
7/13/2023 16:00:00,101.6
7/14/2023 16:00:00,101.61
7/17/2023 16:00:00,100.93
7/18/2023 16:00:00,100.76
7/19/2023 16:00:00,101.83
7/20/2023 16:00:00,100.88
7/21/2023 16:00:00,102.82
7/24/2023 16:00:00,102.78
7/25/2023 16:00:00,102.92
7/26/2023 16:00:00,101.73
7/27/2023 16:00:00,100.78
7/28/2023 16:00:00,101.25
7/31/2023 16:00:00,101.57
8/1/2023 16:00:00,101.26
8/2/2023 16:00:00,102.13
8/3/2023 16:00:00,102.33
8/4/2023 16:00:00,100.68
8/7/2023 16:00:00,101.74
8/8/2023 16:00:00,100.7
8/9/2023 16:00:00,99.92
8/10/2023 16:00:00,101.66
8/11/2023 16:00:00,100.99
8/14/2023 16:00:00,101.01
8/15/2023 16:00:00,100.04
8/16/2023 16:00:00,98.98
8/17/2023 16:00:00,96.57
8/18/2023 16:00:00,97.23
8/21/2023 16:00:00,96.46
8/22/2023 16:00:00,96.07
8/23/2023 16:00:00,95.18
8/24/2023 16:00:00,94.83
8/25/2023 16:00:00,95.48
8/28/2023 16:00:00,97.04
8/29/2023 16:00:00,99.15
8/30/2023 16:00:00,99.24
8/31/2023 16:00:00,97.44
9/1/2023 16:00:00,98
9/5/2023 16:00:00,96.84
9/6/2023 16:00:00,95.95
9/7/2023 16:00:00,95.1
9/8/2023 16:00:00,95.28
9/11/2023 16:00:00,95.67
9/12/2023 16:00:00,96.24
9/13/2023 16:00:00,96.93
9/14/2023 16:00:00,97.16
9/15/2023 16:00:00,96.23
9/18/2023 16:00:00,96.76
9/19/2023 16:00:00,95.29
9/20/2023 16:00:00,95.16
9/21/2023 16:00:00,93.1
9/22/2023 16:00:00,93.68
9/25/2023 16:00:00,92.74
9/26/2023 16:00:00,92
9/27/2023 16:00:00,91.17
9/28/2023 16:00:00,91.08
9/29/2023 16:00:00,91.27
